source,scheme_id,title,summary,ministry,categories,beneficiary_state,tags,official_links,document_links,contact_numbers,contact_emails,office_addresses,how_to_apply,eligibility,required_documents,faqs
india.gov.in,anby,Atma Nirbhar Bagwani Yojana,The schemes are part of the Atma Nirbhar program announced during the Budget session held in February this year. A total amount of Rs 120 crores – Rs 60 crores for each scheme has been allocated to the two concerned departments of Agriculture and Horticulture.,,"Agriculture,Rural & Environment",,Subsidy; Farmers; Umbrella Scheme,https://www.india.gov.in/my-government/schemes/search?keyword=Atma%20Nirbhar%20Bagwani%20Yojana,,,,,,,,
india.gov.in,rgkny,Rajiv Gandhi Kisan Nyay Yojana,"Rajiv Gandhi Kisan Nyay Yojana is a scheme of the Government of Chhattisgarh for the farmers. This scheme was launched on 21 May 2020, on the death anniversary of Rajiv Gandhi.",,"Agriculture,Rural & Environment",,Agriculture; Farmers; Paddy; Maize,https://www.india.gov.in/my-government/schemes/search?keyword=Rajiv%20Gandhi%20Kisan%20Nyay%20Yojana,,,,,,,,
india.gov.in,trainsugarfarmers,Training Programme for Sugarcane Farmers,The scheme aims to enhance the knowledge and skills of sugarcane farmers by providing free training and information on advanced and modern sugarcane cultivation techniques.,,"Agriculture,Rural & Environment; Skills & Employment",,Sugarcane Cultivation; Training; Sugarcane Farmer; Sugarcane,https://www.india.gov.in/my-government/schemes/search?keyword=Training%20Programme%20for%20Sugarcane%20Farmers,,,,,,,,
india.gov.in,phms,Post Harvest Marketing Scheme,"The “Post Harvest Marketing Scheme” was launched by the Department of Agriculture & Farmers’ Welfare, Government of Meghalaya for the creation of post harvest marketing infrastructure.",,"Agriculture,Rural & Environment",,Post Harvest; Marketing; Infrastructure; Farmer; SHG Farmers; Co-Operative Societies; FIG; FPO; Horticulture,https://www.india.gov.in/my-government/schemes/search?keyword=Post%20Harvest%20Marketing%20Scheme,,,,,,,,
india.gov.in,fafiskc,COP-34 Financial Assistance to Farmer for Interest Subvention (Kishan Credit Card Interest Asst.),"Under this scheme, financial assistance in the form of interest subvention is provided to farmers who repay their crop loans on time, helping them improve their agricultural productivity and economic well-being.",,"Agriculture,Rural & Environment",,Agriculture; Farmer; Interest Subvention,https://www.india.gov.in/my-government/schemes/search?keyword=COP-34%20Financial%20Assistance%20to%20Farmer%20for%20Interest%20Subvention%20%28Kishan%20Credit%20Card%20Interest%20Asst.%29,,,,,,,,
india.gov.in,ptmsdrpa,Paddy Transplantor Machine se Dhan Ropayee par Anudan,"The scheme aims to promote mechanized paddy transplantation under the Agriculture Development and Farmer Welfare and Biotechnology Department, Chhattisgarh. It provides ₹3,000 per acre for land preparation, including ploughing and weeding, up to 2 hectares.",,"Agriculture,Rural & Environment",,Agriculture; Farming; Farmer; Financial Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Paddy%20Transplantor%20Machine%20se%20Dhan%20Ropayee%20par%20Anudan,,,,,,,,
india.gov.in,fsf,Mushroom Production,"The scheme aims to promote and support mushroom cultivation in the state by providing financial assistance and subsidies for establishing mushroom, compost, and spawn production units, thereby enhancing both farmer income and overall mushroom production in Uttarakhand.",,"Agriculture,Rural & Environment",,Mushroom; Subsidy; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=Mushroom%20Production,,,,,,,,
india.gov.in,farmer-insurance,₹ 5 Lakh Insurance Cover To Farmers,"Launched on 15 August 2018, the scheme ""₹5 Lakh Insurance Cover for Farmers"" is an Insurance Scheme by the Department of Agriculture, Government of Telangana. This scheme provides ₹5 lakh insurance coverage to all farmers aged between 18 and 60 years.",,"Agriculture,Rural & Environment; Banking,Financial Services and Insurance",,LIC; Insurance Coverage; Financial; Security,https://www.india.gov.in/my-government/schemes/search?keyword=%E2%82%B9%205%20Lakh%20Insurance%20Cover%20To%20Farmers,,,,,,,,
india.gov.in,cmkry,Chief Minister's Krishi Rinn Yojana,The Government of Arunachal Pradesh has introduced The Chief Minister's Krishi Rinn Yojana (CMKRY) with the aim of providing a zero interest crop loan facility to farmers of the state to enable them easy access to formal credit through banking channels.,,"Agriculture,Rural & Environment; Banking,Financial Services and Insurance",,Farmers; Crop Loan; Zero Interest,https://www.india.gov.in/my-government/schemes/search?keyword=Chief%20Minister%27s%20Krishi%20Rinn%20Yojana,,,,,,,,
india.gov.in,bsyrj,Beej Swalamban Yojna,Mukhyamantri Beej Swavalamban Yojana was started in the year 2017-18 with the objective of producing quality improved seeds on their farms for their own use by the farmers.,,"Agriculture,Rural & Environment",,Seeds; Agriculture; Farmers; Farming Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Beej%20Swalamban%20Yojna,,,,,,,,
india.gov.in,beds,Buffalo Entrepreneurship Development Scheme,"The ""Buffalo Entrepreneurship Development Scheme"" aims to enhance livestock productivity, especially among marginalized farmers in Odisha. This scheme seeks to address protein deficiency, boost nutritional status, & promote livelihood through dairy farming.",,"Agriculture,Rural & Environment",,Farmers; Milk Production; Subsidy; Opportunity,https://www.india.gov.in/my-government/schemes/search?keyword=Buffalo%20Entrepreneurship%20Development%20Scheme,,,,,,,,
india.gov.in,sfiffwa,"PMMSY: Inputs for fresh water Aquaculture including Composite fish culture, Scampi, Pangasius, Tilapia etc - Haryana",The scheme under Pradhan Mantri Matsya Sampada Yojana (PMMSY) provides input cost subsidy for freshwater aquaculture in newly constructed ponds to expand fisheries production in Haryana.,,"Agriculture,Rural & Environment; Business & Entrepreneurship",,Aquaculture; Fish Farmers; Subsidy; Entrepreneurs,https://www.india.gov.in/my-government/schemes/search?keyword=PMMSY%3A%20Inputs%20for%20fresh%20water%20Aquaculture%20including%20Composite%20fish%20culture%2C%20Scampi%2C%20Pangasius%2C%20Tilapia%20etc%20-%20Haryana,,,,,,,,
india.gov.in,ppsj,Paddy Procurement Scheme Jharkhand,"The ""Paddy Procurement Scheme"" 2012-13"" by the Food, Public Distribution, and Consumer Affairs Department, Government of Jharkhand, ensures that farmers receive minimum support price for paddy procurement, preventing distress sales and supporting food security.",,"Agriculture,Rural & Environment; Social welfare & Empowerment",,Farmers; Food Security; Fair Compensation,https://www.india.gov.in/my-government/schemes/search?keyword=Paddy%20Procurement%20Scheme%20Jharkhand,,,,,,,,
india.gov.in,gkdkbdtmfkpy,"Grishm Kaleen Dhan Ke Badle Dalhan, Tilhan, Makka Fasal ko Protsahan Yojana","The scheme was launched on April 30, 2014, under the Agriculture Development and Farmer Welfare and Biotechnology Department, Chhattisgarh. The scheme aims to promote the cultivation of pulses, oilseeds, and maize as an alternative to summer rice, helping to conserve groundwater.",,"Agriculture,Rural & Environment",,Agriculture; Oilseed; Farmer; Crop; Rural,https://www.india.gov.in/my-government/schemes/search?keyword=Grishm%20Kaleen%20Dhan%20Ke%20Badle%20Dalhan%2C%20Tilhan%2C%20Makka%20Fasal%20ko%20Protsahan%20Yojana,,,,,,,,
india.gov.in,tfppt,Training of Farmers on Pulses Production Technologies,The “Training of Farmers on Pulses Production Technologies” scheme aims to educate farmers on advanced pulses production technologies to enhance crop yield.,,"Agriculture,Rural & Environment",,Agriculture; Farmer; Pulses Production; Training,https://www.india.gov.in/my-government/schemes/search?keyword=Training%20of%20Farmers%20on%20Pulses%20Production%20Technologies,,,,,,,,
india.gov.in,fbfs,Feed Based Fisheries Scheme,"The ""Feed Based Fisheries Scheme"" by the Agriculture, Animal Husbandry & Cooperation Department, Government of Jharkhand aims to enhance fish production through feed-based fisheries. This scheme provides financial assistance to fish farmers in the form of grants for fish feed to improve production.",,"Agriculture,Rural & Environment",,Financial Assistance; Fish Production; Fish Farmers,https://www.india.gov.in/my-government/schemes/search?keyword=Feed%20Based%20Fisheries%20Scheme,,,,,,,,
india.gov.in,kalia,Krushak Assistance For Livelihood And Income Augmentation,"Through the implementation of Krushak Assistance for Livelihood and Income Augmentation - KALIA Scheme , the State Government aims to lend farmers with an all inclusive and flexible support system, ensuring accelerated agricultural prosperity.",,"Agriculture,Rural & Environment",,KALIA; Farmers; Cultivators; Financial Assistance; Agriculture,https://www.india.gov.in/my-government/schemes/search?keyword=Krushak%20Assistance%20For%20Livelihood%20And%20Income%20Augmentation,,,,,,,,
india.gov.in,kdky,Krishak Durghatna Kalyan Yojana,The government will provide compensation to the farmers after any accident.,,"Agriculture,Rural & Environment",,Financial Assistance; Death Benefits; Disability; Farmers,https://www.india.gov.in/my-government/schemes/search?keyword=Krishak%20Durghatna%20Kalyan%20Yojana,,,,,,,,
india.gov.in,mmscvy,Mukhyamantri Samekit Chaur Vikas Yojana,"The ""Mukhyamantri Samekit Chaur Vikas Yojana"" under Seven Nishchay-2, aims to develop undeveloped and unutilized private land in Bihar for fish-based integrated aquaculture. With a budget of ₹2972.79 lakh, the scheme targets the sustainable development of 600 hectares of Chaur land, enhancing fish.",,"Agriculture,Rural & Environment; Business & Entrepreneurship",,Financial Assistance; Employment; Farmers; Fish Production,https://www.india.gov.in/my-government/schemes/search?keyword=Mukhyamantri%20Samekit%20Chaur%20Vikas%20Yojana,,,,,,,,
india.gov.in,mmjvs,Mukhyamantri Jan-Van Scheme,"The Mukhyamantri Jan-Van Scheme aims to promote tree plantation on private lands in Jharkhand to enhance farmers' income, conserve the environment, and reduce pressure on notified forests. Farmers are encouraged to plant trees on their lands with incentives covering 75% of plantation and maintenance",,"Agriculture,Rural & Environment",,Financial Assistance; Increased Income; Farmers; Trees,https://www.india.gov.in/my-government/schemes/search?keyword=Mukhyamantri%20Jan-Van%20Scheme,,,,,,,,
india.gov.in,tmvsy-ajjap,Talab Matsyiki Vishesh Sahayata Yojana (Anusuchit Jaati/Janajati/Ati Pichhada),"The Bihar Government's Animal and Fisheries Resources Department has introduced the ""Talab Matsyiki Vishesh Sahayata Yojana (Anusuchit Jaati/Janajati/Ati Pichhada)"" aims to support fish farmers by providing financial and technical assistance for pond construction, installation of necessary equipment",,"Agriculture,Rural & Environment; Skills & Employment",,Scheduled Caste; Tribe; Most Backward; Farmers,https://www.india.gov.in/my-government/schemes/search?keyword=Talab%20Matsyiki%20Vishesh%20Sahayata%20Yojana%20%28Anusuchit%20Jaati/Janajati/Ati%20Pichhada%29,,,,,,,,
india.gov.in,development-support-for-coffee-farmers-producer-organizations-fpos,"Development Support for Coffee in Traditional Areas, Non-Traditional Area and North Eastern Region : Farmers Producer Organizations (FPOs)","To provide broad-based supportive ecosystem to facilitate development of vibrant, socially and economically sustainable coffee communities.",Ministry Of Commerce And Industry,"Agriculture,Rural & Environment",,Coffee Grower; Farmers Producer Organizations FPO,https://www.india.gov.in/my-government/schemes/search?keyword=Development%20Support%20for%20Coffee%20in%20Traditional%20Areas%2C%20Non-Traditional%20Area%20and%20North%20Eastern%20Region%20%3A%20Farmers%20Producer%20Organizations%20%28FPOs%29,,,,,,,,
india.gov.in,sfifsawa,PMMSY: Inputs for Saline /Alkaline Water Aquaculture - Haryana,The subsidy for Inputs for Saline /Alkaline Water Aquaculture under Pradhan Mantri Matsya Sampada Yojana (PMMSY) provides input cost subsidy for saline/alkaline water aquaculture in newly created water bodies to expand fisheries production in Haryana.,,"Agriculture,Rural & Environment; Business & Entrepreneurship",,Fish Farmers; Aquaculture; Entrepreneurs; Initial Crop,https://www.india.gov.in/my-government/schemes/search?keyword=PMMSY%3A%20Inputs%20for%20Saline%20/Alkaline%20Water%20Aquaculture%20-%20Haryana,,,,,,,,
india.gov.in,rkvyshfshc,RKVY Soil Health and Fertility - Soil Health Card,"Soil Health Card is designed to give each farmer soil nutrient status of his/her holding and advice him/her on the dosage of fertilizers and also the needed soil amendments, that s/he should apply to maintain soil health in the long run.",Ministry Of Agriculture and Farmers Welfare,"Agriculture,Rural & Environment",,Soil Health; INM; Soil Testing; Farmer; RKVY,https://www.india.gov.in/my-government/schemes/search?keyword=RKVY%20Soil%20Health%20and%20Fertility%20-%20Soil%20Health%20Card,,,,,,,,
india.gov.in,fasuccu,Financial Assistance for Setting up Crab Culture Unit,"Through this scheme, financial assistance of 25% of the actual cost, limited to ₹1,50,000 per hectare is provided to eligible fishermen for setting up crab culture unit. Only Fish Farmer/ Individual/ Registered Self Help Group/ Societies, interested in the setting up of the Crab Farming Unit.",,"Agriculture,Rural & Environment",,Fishermen; Subsidy; Financial Assistance; Aquaculture,https://www.india.gov.in/my-government/schemes/search?keyword=Financial%20Assistance%20for%20Setting%20up%20Crab%20Culture%20Unit,,,,,,,,
india.gov.in,slfsss,Grant for Sex-Sorted Semen to Livestock Farmers,The scheme aims to promote breed improvement and increase milk production by encouraging the use of sex-sorted semen for artificial insemination in cows and buffaloes.,,"Agriculture,Rural & Environment",,Livestock; Buffalo; Cattle; Sex-Sorted Semen; Livestock; Artificial Insemination,https://www.india.gov.in/my-government/schemes/search?keyword=Grant%20for%20Sex-Sorted%20Semen%20to%20Livestock%20Farmers,,,,,,,,
india.gov.in,ahsmfuk,Animal Husbandry: Assistance to Small and Marginal Farmers,"The scheme aims to provide financial assistance to small and marginal farmers for the replacement of productive livestock lost due to notified natural disasters such as floods, landslides, or other calamities.",,"Agriculture,Rural & Environment",,Small Farmer; Marginal Farmer; Natural Disaster; Livestock; Animal Husbandry,https://www.india.gov.in/my-government/schemes/search?keyword=Animal%20Husbandry%3A%20Assistance%20to%20Small%20and%20Marginal%20Farmers,,,,,,,,
